index,rand,facet,last,top5,bot5,thresholdGroup,peak,currentValue,slope,thresholdGroupCurrent
1,50,Machine 2,0,0,0,3,0,52,0.013559322033898279,3
2,50,Machine 2,0,0,0,3,0,52,0.013559322033898279,3
3,49,Machine 2,0,0,0,3,0,52,0.013559322033898279,3
4,48,Machine 2,0,0,0,3,0,52,0.013559322033898279,3
5,46,Machine 2,0,0,0,3,0,52,0.013559322033898279,3
6,45,Machine 2,0,0,0,3,0,52,0.013559322033898279,3
7,51,Machine 2,0,0,0,3,0,52,0.013559322033898279,3
8,52,Machine 2,0,0,0,3,0,52,0.013559322033898279,3
9,51,Machine 2,0,0,0,3,0,52,0.013559322033898279,3
10,53,Machine 2,0,0,0,3,0,52,0.013559322033898279,3
11,52,Machine 2,0,0,0,3,0,52,0.013559322033898279,3
12,46,Machine 2,0,0,0,3,0,52,0.013559322033898279,3
13,44,Machine 2,0,0,0,3,0,52,0.013559322033898279,3
14,52,Machine 2,0,0,0,3,0,52,0.013559322033898279,3
15,55,Machine 2,0,5,0,3,0,52,0.013559322033898279,3
16,48,Machine 2,0,0,0,3,0,52,0.013559322033898279,3
17,50,Machine 2,0,0,0,3,0,52,0.013559322033898279,3
18,54,Machine 2,0,0,0,3,0,52,0.013559322033898279,3
19,51,Machine 2,0,0,0,3,0,52,0.013559322033898279,3
20,50,Machine 2,0,0,0,3,0,52,0.013559322033898279,3
21,47,Machine 2,0,0,0,3,0,52,0.013559322033898279,3
22,46,Machine 2,0,0,0,3,0,52,0.013559322033898279,3
23,50,Machine 2,0,0,0,3,0,52,0.013559322033898279,3
24,47,Machine 2,0,0,0,3,0,52,0.013559322033898279,3
25,51,Machine 2,0,0,0,3,0,52,0.013559322033898279,3
26,45,Machine 2,0,0,0,3,0,52,0.013559322033898279,3
27,51,Machine 2,0,0,0,3,0,52,0.013559322033898279,3
28,53,Machine 2,0,0,0,3,0,52,0.013559322033898279,3
29,46,Machine 2,0,0,0,3,0,52,0.013559322033898279,3
30,56,Machine 2,0,0,0,3,1,52,0.013559322033898279,3
31,49,Machine 2,0,0,0,3,0,52,0.013559322033898279,3
32,48,Machine 2,0,0,0,3,0,52,0.013559322033898279,3
33,51,Machine 2,0,0,0,3,0,52,0.013559322033898279,3
34,51,Machine 2,0,0,0,3,0,52,0.013559322033898279,3
35,47,Machine 2,0,0,0,3,0,52,0.013559322033898279,3
36,49,Machine 2,0,0,0,3,0,52,0.013559322033898279,3
37,53,Machine 2,0,0,0,3,0,52,0.013559322033898279,3
38,49,Machine 2,0,0,0,3,0,52,0.013559322033898279,3
39,46,Machine 2,0,0,0,3,0,52,0.013559322033898279,3
40,55,Machine 2,0,0,0,3,0,52,0.013559322033898279,3
41,51,Machine 2,0,0,0,3,0,52,0.013559322033898279,3
42,51,Machine 2,0,0,0,3,0,52,0.013559322033898279,3
43,50,Machine 2,0,0,0,3,0,52,0.013559322033898279,3
44,48,Machine 2,0,0,0,3,0,52,0.013559322033898279,3
45,48,Machine 2,0,0,0,3,0,52,0.013559322033898279,3
46,48,Machine 2,0,0,0,3,0,52,0.013559322033898279,3
47,52,Machine 2,0,0,0,3,0,52,0.013559322033898279,3
48,47,Machine 2,0,0,0,3,0,52,0.013559322033898279,3
49,49,Machine 2,0,0,0,3,0,52,0.013559322033898279,3
50,52,Machine 2,0,0,0,3,0,52,0.013559322033898279,3
51,54,Machine 2,0,0,0,3,0,52,0.013559322033898279,3
52,51,Machine 2,0,0,0,3,0,52,0.013559322033898279,3
53,49,Machine 2,0,0,0,3,0,52,0.013559322033898279,3
54,53,Machine 2,0,0,0,3,0,52,0.013559322033898279,3
55,44,Machine 2,0,0,0,3,0,52,0.013559322033898279,3
56,51,Machine 2,0,0,0,3,0,52,0.013559322033898279,3
57,52,Machine 2,0,0,0,3,0,52,0.013559322033898279,3
58,49,Machine 2,0,0,0,3,0,52,0.013559322033898279,3
59,48,Machine 2,0,0,0,3,0,52,0.013559322033898279,3
60,52,Machine 2,1,0,0,3,0,52,0.013559322033898279,3
