index,rand,facet,last,top5,bot5,thresholdGroup,peak,currentValue,slope,thresholdGroupCurrent
1,50,Machine 5,0,0,0,3,0,53,0.0033898305084744144,3
2,45,Machine 5,0,0,0,3,0,53,0.0033898305084744144,3
3,51,Machine 5,0,0,0,3,0,53,0.0033898305084744144,3
4,42,Machine 5,0,0,0,3,0,53,0.0033898305084744144,3
5,54,Machine 5,0,0,0,3,0,53,0.0033898305084744144,3
6,50,Machine 5,0,0,0,3,0,53,0.0033898305084744144,3
7,49,Machine 5,0,0,0,3,0,53,0.0033898305084744144,3
8,54,Machine 5,0,0,0,3,0,53,0.0033898305084744144,3
9,49,Machine 5,0,0,0,3,0,53,0.0033898305084744144,3
10,49,Machine 5,0,0,0,3,0,53,0.0033898305084744144,3
11,47,Machine 5,0,0,0,3,0,53,0.0033898305084744144,3
12,52,Machine 5,0,0,0,3,0,53,0.0033898305084744144,3
13,49,Machine 5,0,0,0,3,0,53,0.0033898305084744144,3
14,52,Machine 5,0,0,0,3,0,53,0.0033898305084744144,3
15,52,Machine 5,0,5,0,3,0,53,0.0033898305084744144,3
16,45,Machine 5,0,0,0,3,0,53,0.0033898305084744144,3
17,52,Machine 5,0,0,0,3,0,53,0.0033898305084744144,3
18,51,Machine 5,0,0,0,3,0,53,0.0033898305084744144,3
19,50,Machine 5,0,0,0,3,0,53,0.0033898305084744144,3
20,54,Machine 5,0,0,0,3,0,53,0.0033898305084744144,3
21,45,Machine 5,0,0,0,3,0,53,0.0033898305084744144,3
22,51,Machine 5,0,0,0,3,0,53,0.0033898305084744144,3
23,49,Machine 5,0,0,0,3,0,53,0.0033898305084744144,3
24,47,Machine 5,0,0,0,3,0,53,0.0033898305084744144,3
25,54,Machine 5,0,0,0,3,0,53,0.0033898305084744144,3
26,55,Machine 5,0,0,0,3,0,53,0.0033898305084744144,3
27,46,Machine 5,0,0,0,3,0,53,0.0033898305084744144,3
28,50,Machine 5,0,0,0,3,0,53,0.0033898305084744144,3
29,48,Machine 5,0,0,0,3,0,53,0.0033898305084744144,3
30,47,Machine 5,0,0,0,3,0,53,0.0033898305084744144,3
31,47,Machine 5,0,0,0,3,0,53,0.0033898305084744144,3
32,52,Machine 5,0,0,0,3,0,53,0.0033898305084744144,3
33,50,Machine 5,0,0,0,3,0,53,0.0033898305084744144,3
34,51,Machine 5,0,0,0,3,0,53,0.0033898305084744144,3
35,50,Machine 5,0,0,0,3,0,53,0.0033898305084744144,3
36,56,Machine 5,0,0,0,3,1,53,0.0033898305084744144,3
37,52,Machine 5,0,0,0,3,0,53,0.0033898305084744144,3
38,50,Machine 5,0,0,0,3,0,53,0.0033898305084744144,3
39,47,Machine 5,0,0,0,3,0,53,0.0033898305084744144,3
40,51,Machine 5,0,0,0,3,0,53,0.0033898305084744144,3
41,43,Machine 5,0,0,0,3,0,53,0.0033898305084744144,3
42,50,Machine 5,0,0,0,3,0,53,0.0033898305084744144,3
43,49,Machine 5,0,0,0,3,0,53,0.0033898305084744144,3
44,51,Machine 5,0,0,0,3,0,53,0.0033898305084744144,3
45,46,Machine 5,0,0,0,3,0,53,0.0033898305084744144,3
46,47,Machine 5,0,0,0,3,0,53,0.0033898305084744144,3
47,45,Machine 5,0,0,0,3,0,53,0.0033898305084744144,3
48,51,Machine 5,0,0,0,3,0,53,0.0033898305084744144,3
49,53,Machine 5,0,0,0,3,0,53,0.0033898305084744144,3
50,51,Machine 5,0,0,0,3,0,53,0.0033898305084744144,3
51,52,Machine 5,0,0,0,3,0,53,0.0033898305084744144,3
52,48,Machine 5,0,0,0,3,0,53,0.0033898305084744144,3
53,49,Machine 5,0,0,0,3,0,53,0.0033898305084744144,3
54,49,Machine 5,0,0,0,3,0,53,0.0033898305084744144,3
55,51,Machine 5,0,0,0,3,0,53,0.0033898305084744144,3
56,50,Machine 5,0,0,0,3,0,53,0.0033898305084744144,3
57,46,Machine 5,0,0,0,3,0,53,0.0033898305084744144,3
58,51,Machine 5,0,0,0,3,0,53,0.0033898305084744144,3
59,50,Machine 5,0,0,0,3,0,53,0.0033898305084744144,3
60,53,Machine 5,1,0,0,3,0,53,0.0033898305084744144,3
