index,rand,facet,last,top5,bot5,thresholdGroup,peak,currentValue,slope,thresholdGroupCurrent
1,49,Machine 9,0,0,0,3,0,54,0.0046401778271743886,3
2,50,Machine 9,0,0,0,3,0,54,0.0046401778271743886,3
3,47,Machine 9,0,0,0,3,0,54,0.0046401778271743886,3
4,48,Machine 9,0,0,0,3,0,54,0.0046401778271743886,3
5,49,Machine 9,0,0,0,3,0,54,0.0046401778271743886,3
6,50,Machine 9,0,0,0,3,0,54,0.0046401778271743886,3
7,50,Machine 9,0,0,0,3,0,54,0.0046401778271743886,3
8,49,Machine 9,0,0,0,3,0,54,0.0046401778271743886,3
9,50,Machine 9,0,0,0,3,0,54,0.0046401778271743886,3
10,46,Machine 9,0,0,0,3,0,54,0.0046401778271743886,3
11,54,Machine 9,0,0,0,3,0,54,0.0046401778271743886,3
12,51,Machine 9,0,0,0,3,0,54,0.0046401778271743886,3
13,51,Machine 9,0,0,0,3,0,54,0.0046401778271743886,3
14,49,Machine 9,0,0,0,3,0,54,0.0046401778271743886,3
15,49,Machine 9,0,0,0,3,0,54,0.0046401778271743886,3
16,48,Machine 9,0,0,0,3,0,54,0.0046401778271743886,3
17,48,Machine 9,0,0,0,3,0,54,0.0046401778271743886,3
18,49,Machine 9,0,0,0,3,0,54,0.0046401778271743886,3
19,49,Machine 9,0,0,0,3,0,54,0.0046401778271743886,3
20,50,Machine 9,0,0,0,3,0,54,0.0046401778271743886,3
21,51,Machine 9,0,0,0,3,0,54,0.0046401778271743886,3
22,50,Machine 9,0,0,0,3,0,54,0.0046401778271743886,3
23,50,Machine 9,0,0,0,3,0,54,0.0046401778271743886,3
24,47,Machine 9,0,0,0,3,0,54,0.0046401778271743886,3
25,45,Machine 9,0,0,0,3,0,54,0.0046401778271743886,3
26,53,Machine 9,0,0,0,3,0,54,0.0046401778271743886,3
27,53,Machine 9,0,0,0,3,0,54,0.0046401778271743886,3
28,57,Machine 9,0,0,0,3,1,54,0.0046401778271743886,3
29,51,Machine 9,0,0,0,3,0,54,0.0046401778271743886,3
30,46,Machine 9,0,0,0,3,0,54,0.0046401778271743886,3
31,49,Machine 9,0,0,0,3,0,54,0.0046401778271743886,3
32,50,Machine 9,0,0,0,3,0,54,0.0046401778271743886,3
33,47,Machine 9,0,0,0,3,0,54,0.0046401778271743886,3
34,49,Machine 9,0,0,0,3,0,54,0.0046401778271743886,3
35,47,Machine 9,0,0,0,3,0,54,0.0046401778271743886,3
36,48,Machine 9,0,0,0,3,0,54,0.0046401778271743886,3
37,50,Machine 9,0,0,0,3,0,54,0.0046401778271743886,3
38,54,Machine 9,0,0,0,3,0,54,0.0046401778271743886,3
39,49,Machine 9,0,0,0,3,0,54,0.0046401778271743886,3
40,50,Machine 9,0,0,0,3,0,54,0.0046401778271743886,3
41,48,Machine 9,0,0,0,3,0,54,0.0046401778271743886,3
42,53,Machine 9,0,0,0,3,0,54,0.0046401778271743886,3
43,48,Machine 9,0,0,0,3,0,54,0.0046401778271743886,3
44,50,Machine 9,0,0,0,3,0,54,0.0046401778271743886,3
45,50,Machine 9,0,0,0,3,0,54,0.0046401778271743886,3
46,47,Machine 9,0,0,0,3,0,54,0.0046401778271743886,3
47,53,Machine 9,0,0,0,3,0,54,0.0046401778271743886,3
48,52,Machine 9,0,0,0,3,0,54,0.0046401778271743886,3
49,46,Machine 9,0,0,0,3,0,54,0.0046401778271743886,3
50,53,Machine 9,0,0,0,3,0,54,0.0046401778271743886,3
51,47,Machine 9,0,0,0,3,0,54,0.0046401778271743886,3
52,46,Machine 9,0,0,0,3,0,54,0.0046401778271743886,3
53,51,Machine 9,0,0,0,3,0,54,0.0046401778271743886,3
54,52,Machine 9,0,0,0,3,0,54,0.0046401778271743886,3
55,52,Machine 9,0,0,0,3,0,54,0.0046401778271743886,3
56,46,Machine 9,0,0,0,3,0,54,0.0046401778271743886,3
57,47,Machine 9,0,0,0,3,0,54,0.0046401778271743886,3
58,46,Machine 9,0,0,0,3,0,54,0.0046401778271743886,3
59,50,Machine 9,0,0,0,3,0,54,0.0046401778271743886,3
60,54,Machine 9,1,0,0,3,0,54,0.0046401778271743886,3
